UT,arc,discrete,diffuse,ac,ab,clear,cloudy,dd
20221023151900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023151930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023152930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023153931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023154931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023155001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023155031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023155101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023155131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023155201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023155231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023155301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023155331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023155401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20221023155431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
