UT,arc,discrete,diffuse,ac,ab,clear,cloudy,dd
20120306170100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306170200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306170300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306170400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306170500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306170600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306170700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306170800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306170900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306171000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306171100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306171200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306171300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306171400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306171500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306171600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306171700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306171800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306171900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306172000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306172100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306172200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306172300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306172400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306172500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306172600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306172700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306172800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306172900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306173000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306173100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306173200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306173300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306173400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306173500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306173600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306173700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306173800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20120306173900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
