UT,arc,discrete,diffuse,ac,ab,clear,cloudy,dd
20130121142200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121142300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121142400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121142500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121142600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121142700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121142800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121142900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121143000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121143100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121143200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121143300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121143400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121143500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121143600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121143700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121143800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121143900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121144000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121144100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121144200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121144300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121144400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121144500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121144600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121144700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121144800,0.0,0.0,0.0,0.0,0.1,0.0,0.0,99.9
20130121144900,0.0,0.0,0.0,0.0,0.1,0.0,0.0,99.9
20130121145000,0.0,0.0,0.0,0.0,0.1,0.0,0.0,99.9
20130121145100,0.0,0.0,0.0,0.0,0.2,0.0,0.0,99.8
20130121145200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121145300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121145400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121145500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121145600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121145700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121145800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121145900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121150000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121150100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121150200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121150300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121150400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121150500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121150600,0.0,0.0,0.0,0.0,0.0,0.0,0.1,99.9
20130121150700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121150800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9
20130121150900,0.0,0.0,0.0,0.0,0.1,0.0,1.3,98.6
20130121151000,0.0,0.0,0.0,0.0,0.1,0.0,0.7,99.2
20130121151100,0.0,0.0,0.0,0.0,0.0,0.0,1.5,98.5
20130121151200,0.0,0.0,0.0,0.0,0.0,0.0,0.5,99.5
20130121151300,0.0,0.0,0.0,0.0,0.0,0.0,0.3,99.7
20130121151400,0.0,0.0,0.0,0.0,0.0,0.0,0.4,99.6
20130121151500,0.0,0.0,0.0,0.0,0.2,0.0,0.3,99.5
20130121151600,0.0,0.0,0.0,0.0,0.1,0.0,0.4,99.5
20130121151700,0.0,0.0,0.0,0.0,0.0,0.0,3.2,96.8
20130121151800,0.0,0.0,0.0,0.0,0.0,0.0,1.9,98.0
20130121151900,0.0,0.0,0.0,0.0,0.0,0.0,30.0,70.0
20130121152000,0.0,0.0,0.0,0.0,0.0,0.0,72.3,27.7
20130121152100,0.0,0.0,0.0,0.0,0.0,0.0,7.6,92.4
20130121152200,0.0,0.0,0.0,0.0,0.0,0.0,4.0,96.0
20130121152300,0.0,0.0,0.0,0.0,0.0,0.0,4.4,95.6
20130121152400,0.0,0.0,0.0,0.0,0.0,0.0,0.8,99.2
20130121152500,0.0,0.0,0.0,0.0,0.0,0.0,0.4,99.6
20130121152600,0.0,0.0,0.0,0.0,0.0,0.0,0.1,99.9
20130121152700,0.0,0.0,0.0,0.0,0.0,0.0,0.1,99.9
20130121152800,0.0,0.0,0.0,0.0,0.0,0.0,0.6,99.4
20130121152900,0.0,0.0,0.0,0.0,0.0,0.0,4.5,95.5
20130121153000,0.0,0.0,0.0,0.0,0.0,0.0,0.1,99.9
20130121153100,0.0,0.0,0.0,0.0,0.0,0.0,0.2,99.8
20130121153200,0.0,0.0,0.0,0.0,0.0,0.0,8.8,91.2
20130121153300,0.0,0.0,0.0,0.0,0.0,0.0,6.6,93.4
20130121153400,0.0,0.0,0.0,0.0,0.0,0.0,2.5,97.5
20130121153500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121153600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121153700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20130121153800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
