UT,arc,discrete,diffuse,ac,ab,clear,cloudy,dd
20171122134200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122134230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122134300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122134330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122134400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122134430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122134500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122134530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122134600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122134630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122134700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122134730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122134800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122134830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122134900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122134930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122135000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122135030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122135100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122135130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122135200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122135230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122135300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122135330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122135400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122135430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122135500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122135530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122135600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122135630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122135700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20171122135730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
