UT,arc,discrete,diffuse,ac,ab,clear,cloudy,dd
20161030145200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030145230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030145300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030145330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030145400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030145430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030145500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030145530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030145601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030145631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030145701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030145731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030145801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030145831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030145901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030145931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030150931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030151001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030151031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030151101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030151131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030151201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030151231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030151301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030151331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030151401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030151431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030151501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030151531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030151601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030151631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030151701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030151731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030151801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20161030151831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
