UT,arc,discrete,diffuse,ac,ab,clear,cloudy,dd
20181031144900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031144930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031145930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031150931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031151001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181031151031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
