UT,arc,discrete,diffuse,ac,ab,clear,cloudy,dd
20181213131000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213131930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213132930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133530,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133600,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133630,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133700,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133730,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213133930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213134931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213135931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213140001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213140031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213140101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213140131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213140201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213140231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213140301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213140331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213140401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213140431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213140501,0.0,0.0,0.0,0.0,0.0,0.0,0.1,99.9
20181213140531,0.0,0.0,0.0,0.0,0.0,0.0,0.2,99.8
20181213140601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9
20181213140631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,99.9
20181213140701,0.0,0.0,0.0,0.0,0.0,0.0,0.2,99.8
20181213140731,0.0,0.0,0.0,0.0,0.0,0.0,0.3,99.7
20181213140801,0.0,0.0,0.0,0.1,0.0,0.0,1.3,98.6
20181213140831,0.0,0.0,0.0,0.2,0.0,0.1,8.8,90.9
20181213140901,0.0,0.0,0.0,0.2,0.0,0.1,6.8,92.8
20181213140931,0.0,0.0,0.0,0.1,0.0,0.2,3.4,96.3
20181213141131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213141201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213141231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213141301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213141331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213141401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213141431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213141501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213141531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213141601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213141631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213141701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213141731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213141802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213141832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213141902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213141932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213142932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213143002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213143032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213143102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213143132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213143202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213143232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213143302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20181213143332,0.0,0.0,0.0,0.0,0.0,0.0,0.1,99.9
20181213143402,0.0,0.0,0.0,0.0,0.0,0.0,0.1,99.9
20181213143432,0.0,0.0,0.0,0.0,0.0,0.0,14.8,85.2
20181213143502,0.0,0.0,0.0,0.0,0.0,0.0,30.9,69.1
20181213143532,0.0,0.0,0.0,0.0,0.0,0.0,16.5,83.5
20181213143602,0.0,0.0,0.0,1.3,0.2,0.0,43.0,55.5
20181213143632,0.0,0.0,0.0,0.0,0.0,0.0,89.9,10.1
20181213143702,0.0,0.0,0.0,0.0,0.0,0.0,66.5,33.5
20181213143732,0.0,0.0,0.0,0.0,0.0,0.0,89.4,10.6
20181213143802,0.0,0.0,0.0,0.0,0.0,0.0,78.9,21.1
20181213143832,0.0,0.0,0.0,0.0,0.0,0.0,99.7,0.3
20181213143902,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213143932,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144002,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144032,0.0,0.0,0.0,0.0,0.0,0.0,99.8,0.2
20181213144102,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144132,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144202,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144232,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144302,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144332,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144402,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144432,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144503,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144533,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144603,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144633,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144703,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144733,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144803,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144833,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144903,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213144933,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213145003,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213145033,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213145103,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213145133,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213145203,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
20181213145233,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0
