UT,arc,discrete,diffuse,ac,ab,clear,cloudy,dd
20201220130900,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220130930,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131030,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131130,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131200,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131400,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131430,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220131931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220132931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133501,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133531,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133631,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133901,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220133931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134131,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134201,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220134932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135232,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135302,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135632,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220135932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220140002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220140032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
20201220140102,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0
